Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
67_H2NNH2,25.678481540053237,27.322962888142325,-1.6444813480890872,27.19992699361766,-1.5214454535644215,0.12303589452466568
,943.7821640542381,944.6831171442329,-0.9009530899948004,944.5960490354097,-0.8138849811715545,0.0870681088232459
,1068.3681695295218,1072.7686083879607,-4.400438858438974,1069.002792863257,-0.634623333735135,3.7658155247038394
,1108.512990203118,1108.4992155234424,0.013774679675634616,1108.494150797182,0.018839405935977993,0.005064726260343377
,1256.7853306271388,1254.0998645442032,2.6854660829355907,1256.6402979700183,0.1450326571205096,-2.540433425815081
,1487.9824922260605,1487.9911566140513,-0.0086643879908479,1487.9915018854053,-0.009009659344883403,-0.00034527135403550346
,1638.6765916399875,1654.6802210098747,-16.00362936988722,1638.2614906962224,0.4151009437650828,16.418730313652304
,1690.4645640112062,1714.8542488531625,-24.389684841956296,1690.3354856825931,0.12907832861310453,24.5187631705694
,3437.7742637935453,3437.939601647854,-0.1653378543087456,3437.7735472576983,0.0007165358470047067,0.1660543901557503
,3455.3524091984887,3455.748236804812,-0.3958276063235644,3455.316179107627,0.03623009086186357,0.43205769718542797
,3512.9059410356513,3512.940179591811,-0.03423855615983484,3512.920763907556,-0.014822871904925705,0.019415684254909138
,3533.9696079114756,3533.9752946710014,-0.005686759525815432,3533.972586717835,-0.002978806359351438,0.0027079531664639944
,,,,,,
,,,,,,
,,,,,,
