Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
22_CH3Cl,746.2398471041719,746.2839961134827,-0.044149009310785914,746.2953523260396,-0.05550522186774742,-0.011356212556961509
,1031.742166469832,1031.7623719053554,-0.020205435523394044,1031.7606515360385,-0.018485066206494594,0.0017203693168994505
,1031.7450850158816,1031.7652814528046,-0.020196436923015426,1031.7635623052681,-0.018477289386510165,0.001719147536505261
,1385.5687301528235,1385.556713889461,0.012016263362511381,1385.5408080054412,0.027922147382241747,0.015905884019730365
,1493.1288941344114,1493.167591798709,-0.03869766429761512,1493.1402195610692,-0.011325426657776916,0.027372237639838204
,1493.1320065964883,1493.170712055431,-0.03870545894278621,1493.1433386004592,-0.011332003970892401,0.027373454971893807
,3078.662744955175,3078.6464781411496,0.01626681402558461,3078.6453959863625,0.017348968812711973,0.0010821547871273651
,3179.2604028686233,3179.262555354411,-0.002152485787519254,3179.2560215166063,0.004381352016935125,0.006533837804454379
,3179.269266167555,3179.271417260866,-0.0021510933111130726,3179.2648816023648,0.004384565190321155,0.006535658501434227
,,,,,,
,,,,,,
,,,,,,
