    5    9
        0.0309116047       -0.0000058441       -0.0000000711
        0.0000043059        0.0348920162        0.0000036164
       -0.0000014529       -0.0000048300       -0.0000039415
       -0.0000058441        0.0613011446       -0.0000062545
        0.0820313852       -0.0000019395        0.0000015609
       -0.0312147881       -0.0000034407        0.0175193759
       -0.0000000711       -0.0000062545        0.1130417979
        0.0000046339       -0.0000034260        0.1381220437
        0.0000007515       -0.0000001540       -0.0000013671
        0.0000043059        0.0820313852        0.0000046339
        0.2580492742        0.0000033594        0.0000114716
       -0.0457422215       -0.0000008345        0.0400931077
        0.0348920162       -0.0000019395       -0.0000034260
        0.0000033594        0.1851526054        0.0000023607
        0.0000042962       -0.0000037164       -0.0000030082
        0.0000036164        0.0000015609        0.1381220437
        0.0000114716        0.0000023607        0.2771143193
        0.0000108997        0.0000028706        0.0000009322
       -0.0000014529       -0.0312147881        0.0000007515
       -0.0457422215        0.0000042962        0.0000108997
        0.3150179202       -0.0000031167       -0.0078597697
       -0.0000048300       -0.0000034407       -0.0000001540
       -0.0000008345       -0.0000037164        0.0000028706
       -0.0000031167        0.0836085201       -0.0000023573
       -0.0000039415        0.0175193759       -0.0000013671
        0.0400931077       -0.0000030082        0.0000009322
       -0.0078597697       -0.0000023573        0.1077731395
