    7   21
        0.4235071143       -0.0000000031        0.0126226039
       -0.1621878476       -0.0000000057        0.0014122433
       -0.0255451628       -0.0172092246       -0.0010762217
       -0.0255451719        0.0172092218       -0.0010762214
       -0.0720353341        0.0743259747       -0.0434011485
       -0.0720353198       -0.0743259878       -0.0434010831
       -0.0661582782        0.0000000248        0.0749198276
       -0.0000000030        0.6522947897       -0.0000000012
       -0.0000000065       -0.0787613161        0.0000000002
       -0.0466339058       -0.0136168955        0.0016029396
        0.0466338982       -0.0136168825       -0.0016029396
        0.0609778694       -0.2500606654        0.1091070298
       -0.0609778734       -0.2500608380       -0.1091069368
        0.0000000211       -0.0461781921       -0.0000000922
        0.0126225572       -0.0000000009        0.5837351580
        0.0015240671        0.0000000005       -0.0997427488
       -0.0040222475       -0.0010958037        0.0217018407
       -0.0040222482        0.0010958032        0.0217018452
       -0.0373417363        0.1104768929       -0.1102734824
       -0.0373416765       -0.1104767978       -0.1102733322
        0.0685812842       -0.0000000941       -0.3068492804
       -0.1621878722       -0.0000000064        0.0015240557
        0.7000578313       -0.0000000110        0.0010034497
       -0.2482504591       -0.1838171941       -0.0033191271
       -0.2482505130        0.1838172101       -0.0033191275
       -0.0120292528       -0.0025029281        0.0027102741
       -0.0120292442        0.0025029303        0.0027102723
       -0.0173104900       -0.0000000007       -0.0013097971
       -0.0000000055       -0.0787612527        0.0000000005
       -0.0000000110        0.9618790180        0.0000000001
       -0.1869246279       -0.4365571599       -0.0040712003
        0.1869246456       -0.4365570866        0.0040711997
        0.0321946050       -0.0038876119       -0.0002205946
       -0.0321946185       -0.0038876158        0.0002205957
        0.0000000123       -0.0022282911       -0.0000000010
        0.0014122715        0.0000000003       -0.0997428890
        0.0010034490        0.0000000001        0.2449882089
       -0.0030558845       -0.0019515264       -0.0739097775
       -0.0030558846        0.0019515258       -0.0739097752
       -0.0189301412       -0.0019021731       -0.0004767271
       -0.0189301160        0.0019021703       -0.0004767332
        0.0415563057        0.0000000030        0.0035276931
       -0.0255451302       -0.0466339499       -0.0040222242
       -0.2482504913       -0.1869246635       -0.0030558878
        0.2329529339        0.2205978041        0.0046751598
        0.0485667572        0.0178742376        0.0005423123
        0.0021142583       -0.0023560387        0.0000753866
       -0.0089843286       -0.0013450939        0.0018458666
       -0.0008539993       -0.0012122957       -0.0000606133
       -0.0172092581       -0.0136169980       -0.0010957767
       -0.1838172341       -0.4365570985       -0.0019515338
        0.2205978183        0.5518457155        0.0040498290
       -0.0178741530       -0.1055850271       -0.0008279424
       -0.0004438509        0.0019691227       -0.0012541577
       -0.0017136505        0.0020426716        0.0013316638
        0.0004603284       -0.0000983864       -0.0002520822
       -0.0010762456        0.0016029885        0.0217019466
       -0.0033191303       -0.0040709763       -0.0739099021
        0.0046751280        0.0040497244        0.0256145947
        0.0005423409        0.0008278495        0.0254100754
        0.0018505924       -0.0006601678        0.0001141110
        0.0016473359       -0.0005570037        0.0010125848
       -0.0043200213       -0.0011924145        0.0000565896
       -0.0255451392        0.0466339426       -0.0040222246
       -0.2482505452        0.1869246811       -0.0030558880
        0.0485667572       -0.0178742135        0.0005423121
        0.2329529990       -0.2205978409        0.0046751602
       -0.0089843252        0.0013450947        0.0018458674
        0.0021142578        0.0023560396        0.0000753862
       -0.0008540044        0.0012122964       -0.0000606134
        0.0172092551       -0.0136169853        0.0010957765
        0.1838172502       -0.4365570251        0.0019515332
        0.0178741772       -0.1055850271        0.0008279423
       -0.2205978550        0.5518456291       -0.0040498281
        0.0017136477        0.0020426702       -0.0013316648
        0.0004438522        0.0019691246        0.0012541565
       -0.0004603273       -0.0000983864        0.0002520845
       -0.0010762455       -0.0016029890        0.0217019508
       -0.0033191306        0.0040709757       -0.0739098998
        0.0005423411       -0.0008278494        0.0254100755
        0.0046751285       -0.0040497233        0.0256145932
        0.0016473382        0.0005570034        0.0010125816
        0.0018505895        0.0006601676        0.0001141106
       -0.0043200212        0.0011924151        0.0000565881
       -0.0720353323        0.0609778586       -0.0373417609
       -0.0120292341        0.0321946368       -0.0189301293
        0.0021142499       -0.0004438599        0.0018505566
       -0.0089843178        0.0017136394        0.0016473638
        0.0820962166       -0.0775191426        0.0426877949
        0.0046857053       -0.0079641591        0.0065941972
        0.0041527123       -0.0089589732        0.0034919777
        0.0743260006       -0.2500606074        0.1104769307
       -0.0025029378       -0.0038876405       -0.0019022213
       -0.0023560465        0.0019691144       -0.0006601394
        0.0013451028        0.0020426604        0.0005569861
       -0.0775191362        0.2628185242       -0.1190032501
        0.0079641600       -0.0151664253        0.0128968831
       -0.0012571428        0.0022843741       -0.0023651890
       -0.0434011417        0.1091065043       -0.1102734606
        0.0027102748       -0.0002208042       -0.0004767144
        0.0000754110       -0.0012540891        0.0001141084
        0.0018458427       -0.0013315958        0.0010125706
        0.0426876403       -0.1190030407        0.1119952923
