    4    6
        0.0166129621       -0.0000000762       -0.0000000654
       -0.0000000313        0.0000002439        0.0000002336
       -0.0000000762        0.2997270713        0.0000074647
        0.0000173543        0.0000009845       -0.0924899359
       -0.0000000654        0.0000074647        0.2997267507
        0.0000248093       -0.0924899251        0.0000009794
       -0.0000000313        0.0000173543        0.0000248093
        0.3566587111        0.0000049198        0.0000041138
        0.0000002439        0.0000009845       -0.0924899251
        0.0000049198        0.1363879107        0.0000030093
        0.0000002336       -0.0924899359        0.0000009794
        0.0000041138        0.0000030093        0.1363880619
