    4    6
        0.0159063484       -0.0000000591       -0.0000000750
        0.0000005662       -0.0000006139       -0.0000006241
       -0.0000000591        0.1687548183        0.0000030400
        0.0000066166       -0.0000008049        0.0380057156
       -0.0000000750        0.0000030400        0.1687547501
        0.0000039699       -0.0380051347       -0.0000008299
        0.0000005662        0.0000066166        0.0000039699
        0.2031519693       -0.0000000250        0.0000007401
       -0.0000006139       -0.0000008049       -0.0380051347
       -0.0000000250        0.1116081398        0.0000011596
       -0.0000006241        0.0380057156       -0.0000008299
        0.0000007401        0.0000011596        0.1116082899
