    6   12
        0.0434916097        0.0000002551        0.0030945550
       -0.0000000047       -0.0313549099        0.0373400951
        0.0087215349        0.0000012302        0.0483233401
       -0.0000001450        0.0081603953       -0.0275864549
        0.0000002551        0.0533432200        0.0000003500
       -0.0259489698        0.0000000351       -0.0000003450
        0.0000010949       -0.0967571799        0.0000027900
       -0.0278711201        0.0000003502        0.0000001349
        0.0030945550        0.0000003500        0.0716861499
        0.0000000301       -0.0334986299        0.0089653952
        0.1062233949        0.0000015402       -0.0088178248
        0.0000003701       -0.0542008499       -0.0138475350
       -0.0000000047       -0.0259489698        0.0000000301
        0.0261776995       -0.0000002997       -0.0000005198
        0.0000007851        0.0607246155        0.0000009003
        0.0436905901        0.0000018504        0.0000002802
       -0.0313549099        0.0000000351       -0.0334986299
       -0.0000002997        0.7654080298        0.0937508150
       -0.0070247400        0.0000002102        0.0410466201
        0.0000004400        0.2975741103       -0.1252821001
        0.0373400951       -0.0000003450        0.0089653952
       -0.0000005198        0.0937508150        0.2245969998
        0.0591556950        0.0000032801        0.0297273250
       -0.0000004650        0.0590842903       -0.0178032849
        0.0087215349        0.0000010949        0.1062233949
        0.0000007851       -0.0070247400        0.0591556950
        0.2856908600        0.0000070450       -0.0189209700
        0.0000011750       -0.0721252499        0.0007887699
        0.0000012302       -0.0967571799        0.0000015402
        0.0607246155        0.0000002102        0.0000032801
        0.0000070450        0.3109738395        0.0000160253
        0.0617014001        0.0000007003       -0.0000000648
        0.0483233401        0.0000027900       -0.0088178248
        0.0000009003        0.0410466201        0.0297273250
       -0.0189209700        0.0000160253        0.3607222098
        0.0000007600       -0.0132246798       -0.0051060400
       -0.0000001450       -0.0278711201        0.0000003701
        0.0436905901        0.0000004400       -0.0000004650
        0.0000011750        0.0617014001        0.0000007600
        0.0917432999        0.0000006752       -0.0000006399
        0.0081603953        0.0000003502       -0.0542008499
        0.0000018504        0.2975741103        0.0590842903
       -0.0721252499        0.0000007003       -0.0132246798
        0.0000006752        0.3179246195       -0.1535376849
       -0.0275864549        0.0000001349       -0.0138475350
        0.0000002802       -0.1252821001       -0.0178032849
        0.0007887699       -0.0000000648       -0.0051060400
       -0.0000006399       -0.1535376849        0.2725339999
