Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
49_SiCl4,146.56197715771015,146.56231504355983,-0.000337885849688746,146.56224552438627,-0.00026836667612428755,6.951917356445847e-05
,146.5696241057101,146.5696241057103,-1.9895196601282805e-13,146.56962410571055,-4.547473508864641e-13,-2.5579538487363607e-13
,221.53611251378453,221.53599308403884,0.00011942974569478793,221.53599307054375,0.00011944324077717283,1.349508238490671e-08
,221.55819478884925,221.55777028209138,0.00042450675786653846,221.55777371509444,0.0004210737548078214,-3.4330030587170768e-06
,221.77657790860908,221.77627798835857,0.00029992025051228666,221.77627798754133,0.0002999210677501196,8.172378329618368e-10
,424.70260607078217,424.70263702532765,-3.095454547974441e-05,424.70260052188564,5.548896524487645e-06,3.6503442004232056e-05
,627.1630618587259,627.1634201576888,-0.00035829896296490915,627.1634202003065,-0.000358341580636079,-4.261767116986448e-08
,627.1934481452857,627.194432659879,-0.0009845145932558808,627.1943482879994,-0.0009001427137036444,8.437187955223635e-05
,627.2259879775631,627.2270024995814,-0.0010145220182948833,627.2270025027138,-0.001014525150708323,-3.1324134397436865e-09
,,,,,,
,,,,,,
,,,,,,
