    4   12
        0.4153049569       -0.0000214103        0.0000000000
       -0.0860694025       -0.0781343236        0.0907017090
       -0.0860694025       -0.0781343236       -0.0907017090
       -0.2431661519        0.1562900575        0.0000000000
       -0.0000214103        0.4595792593        0.0000000000
       -0.0612995935       -0.1531891743        0.1061496021
       -0.0612995935       -0.1531891743       -0.1061496021
        0.1226205974       -0.1532009106        0.0000000000
        0.0000000000        0.0000000000        0.4152793581
        0.0907109897        0.1353366953       -0.1907985573
       -0.0907109897       -0.1353366953       -0.1907985573
        0.0000000000        0.0000000000       -0.0336822434
       -0.0860694025       -0.0612995935        0.0907109897
        0.1039205305        0.0661896712       -0.1107964461
        0.0084757157        0.0070654629       -0.0047826847
       -0.0263268437       -0.0119555406        0.0248681411
       -0.0781343236       -0.1531891743        0.1353366953
        0.0661896712        0.1098697157       -0.1146291149
        0.0070654629        0.0216591136       -0.0097307851
        0.0048791895        0.0216603450       -0.0109767953
        0.0907017090        0.1061496021       -0.1907985573
       -0.1107964461       -0.1146291149        0.2318371059
        0.0047826847        0.0097307851       -0.0379083374
        0.0153120524       -0.0012512723       -0.0031302112
       -0.0860694025       -0.0612995935       -0.0907109897
        0.0084757157        0.0070654629        0.0047826847
        0.1039205305        0.0661896712        0.1107964461
       -0.0263268437       -0.0119555406       -0.0248681411
       -0.0781343236       -0.1531891743       -0.1353366953
        0.0070654629        0.0216591136        0.0097307851
        0.0661896712        0.1098697157        0.1146291149
        0.0048791895        0.0216603450        0.0109767953
       -0.0907017090       -0.1061496021       -0.1907985573
       -0.0047826847       -0.0097307851       -0.0379083374
        0.1107964461        0.1146291149        0.2318371059
       -0.0153120524        0.0012512723       -0.0031302112
       -0.2431661519        0.1226205974        0.0000000000
       -0.0263268437        0.0048791895        0.0153120524
       -0.0263268437        0.0048791895       -0.0153120524
        0.2958198392       -0.1323789763        0.0000000000
        0.1562900575       -0.1532009106        0.0000000000
       -0.0119555406        0.0216603450       -0.0012512723
       -0.0119555406        0.0216603450        0.0012512723
       -0.1323789763        0.1098802206        0.0000000000
        0.0000000000        0.0000000000       -0.0336822434
        0.0248681411       -0.0109767953       -0.0031302112
       -0.0248681411        0.0109767953       -0.0031302112
        0.0000000000        0.0000000000        0.0399426658

