    6   18
        0.7757791633       -0.2415653793        0.0000000000
       -0.0603823138       -0.0313185227        0.0000000000
       -0.5700655208        0.3187108111        0.0000000000
       -0.0929476362       -0.0669967908        0.0000000000
        0.0019890960        0.0089809698        0.0000000000
       -0.0543727885        0.0121889119        0.0000000000
       -0.2415653793        0.7505557161        0.0000000000
       -0.0212000098       -0.2714326473        0.0000000000
        0.3209156838       -0.3297508097        0.0000000000
       -0.0669967908       -0.1559318859        0.0000000000
       -0.0317419880       -0.0137860223        0.0000000000
        0.0405884841        0.0203456491        0.0000000000
        0.0000000000        0.0000000000        0.1566619113
        0.0000000000        0.0000000000       -0.0539001554
        0.0000000000        0.0000000000       -0.0493969215
        0.0000000000        0.0000000000       -0.0998743408
        0.0000000000        0.0000000000        0.0213956657
        0.0000000000        0.0000000000        0.0251138406
       -0.0603823138       -0.0212000098        0.0000000000
        0.0621458357        0.0047261827        0.0000000000
       -0.0014885027        0.0447917016        0.0000000000
        0.0019890960       -0.0317419880        0.0000000000
       -0.0056361139       -0.0019765959        0.0000000000
        0.0033719986        0.0054007094        0.0000000000
       -0.0313185227       -0.2714326473        0.0000000000
        0.0047261827        0.3056271141        0.0000000000
        0.0244163365       -0.0235578446        0.0000000000
        0.0089809698       -0.0137860223        0.0000000000
       -0.0019765959       -0.0018325090        0.0000000000
       -0.0048283704        0.0049819091        0.0000000000
        0.0000000000        0.0000000000       -0.0539001554
        0.0000000000        0.0000000000        0.0214674016
        0.0000000000        0.0000000000        0.0167696692
        0.0000000000        0.0000000000        0.0213956657
        0.0000000000        0.0000000000       -0.0006326355
        0.0000000000        0.0000000000       -0.0050999456
       -0.5700655208        0.3209156838        0.0000000000
       -0.0014885027        0.0244163365        0.0000000000
        0.6355539687       -0.3731899314        0.0000000000
       -0.0543727885        0.0405884841        0.0000000000
        0.0033719986       -0.0048283704        0.0000000000
       -0.0129991554       -0.0079022027        0.0000000000
        0.3187108111       -0.3297508097        0.0000000000
        0.0447917016       -0.0235578446        0.0000000000
       -0.3731899314        0.3257284485        0.0000000000
        0.0121889119        0.0203456491        0.0000000000
        0.0054007094        0.0049819091        0.0000000000
       -0.0079022027        0.0022526476        0.0000000000
        0.0000000000        0.0000000000       -0.0493969215
        0.0000000000        0.0000000000        0.0167696692
        0.0000000000        0.0000000000        0.0171274761
        0.0000000000        0.0000000000        0.0251138406
        0.0000000000        0.0000000000       -0.0050999456
        0.0000000000        0.0000000000       -0.0045141189
       -0.0929476362       -0.0669967908        0.0000000000
        0.0019890960        0.0089809698        0.0000000000
       -0.0543727885        0.0121889119        0.0000000000
        0.7757791633       -0.2415653793        0.0000000000
       -0.0603823138       -0.0313185227        0.0000000000
       -0.5700655208        0.3187108111        0.0000000000
       -0.0669967908       -0.1559318859        0.0000000000
       -0.0317419880       -0.0137860223        0.0000000000
        0.0405884841        0.0203456491        0.0000000000
       -0.2415653793        0.7505557161        0.0000000000
       -0.0212000098       -0.2714326473        0.0000000000
        0.3209156838       -0.3297508097        0.0000000000
        0.0000000000        0.0000000000       -0.0998743408
        0.0000000000        0.0000000000        0.0213956657
        0.0000000000        0.0000000000        0.0251138406
        0.0000000000        0.0000000000        0.1566619113
        0.0000000000        0.0000000000       -0.0539001554
        0.0000000000        0.0000000000       -0.0493969215
        0.0019890960       -0.0317419880        0.0000000000
       -0.0056361139       -0.0019765959        0.0000000000
        0.0033719986        0.0054007094        0.0000000000
       -0.0603823138       -0.0212000098        0.0000000000
        0.0621458357        0.0047261827        0.0000000000
       -0.0014885027        0.0447917016        0.0000000000
        0.0089809698       -0.0137860223        0.0000000000
       -0.0019765959       -0.0018325090        0.0000000000
       -0.0048283704        0.0049819091        0.0000000000
       -0.0313185227       -0.2714326473        0.0000000000
        0.0047261827        0.3056271141        0.0000000000
        0.0244163365       -0.0235578446        0.0000000000
        0.0000000000        0.0000000000        0.0213956657
        0.0000000000        0.0000000000       -0.0006326355
        0.0000000000        0.0000000000       -0.0050999456
        0.0000000000        0.0000000000       -0.0539001554
        0.0000000000        0.0000000000        0.0214674016
        0.0000000000        0.0000000000        0.0167696692
       -0.0543727885        0.0405884841        0.0000000000
        0.0033719986       -0.0048283704        0.0000000000
       -0.0129991554       -0.0079022027        0.0000000000
       -0.5700655208        0.3209156838        0.0000000000
       -0.0014885027        0.0244163365        0.0000000000
        0.6355539687       -0.3731899314        0.0000000000
        0.0121889119        0.0203456491        0.0000000000
        0.0054007094        0.0049819091        0.0000000000
       -0.0079022027        0.0022526476        0.0000000000
        0.3187108111       -0.3297508097        0.0000000000
        0.0447917016       -0.0235578446        0.0000000000
       -0.3731899314        0.3257284485        0.0000000000
        0.0000000000        0.0000000000        0.0251138406
        0.0000000000        0.0000000000       -0.0050999456
        0.0000000000        0.0000000000       -0.0045141189
        0.0000000000        0.0000000000       -0.0493969215
        0.0000000000        0.0000000000        0.0167696692
        0.0000000000        0.0000000000        0.0171274761
