Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
35_H2CCHF,481.3750163687144,481.43817847987526,-0.06316211116086379,481.43808558379584,-0.06306921508144114,9.28960794226441e-05
,725.0134445498882,725.0307057719829,-0.017261222094703044,725.0333409415864,-0.019896391698239313,-0.0026351696035362693
,871.0317882106958,871.0673486850246,-0.03556047432880405,871.0690589754479,-0.03727076475206559,-0.0017102904232615401
,945.5495675157341,945.5349129175722,0.014654598161882859,945.5348479131771,0.014719602556965583,6.500439508272393e-05
,956.1671219653235,956.1212821929054,0.04583977241816228,956.1196187091265,0.04750325619704654,0.001663483778884256
,1186.1627913665982,1186.4835605075523,-0.3207691409540985,1186.4837103037082,-0.3209189371100365,-0.0001497961559380201
,1335.3797804406706,1335.2153942991586,0.1643861415120682,1335.2153021398137,0.1644783008568993,9.215934483108867e-05
,1424.8686123932873,1424.911445709859,-0.04283331657165945,1424.9115298910942,-0.04291749780691134,-8.418123525189003e-05
,1703.216910514457,1703.2382117911823,-0.02130127672535309,1703.2391069337082,-0.022196419251258703,-0.0008951425259056123
,3178.2752745782336,3178.265556456788,0.009718121445530414,3178.2654406910883,0.009833887145305198,0.00011576569977478357
,3216.7281482542126,3216.747420306492,-0.01927205227957529,3216.7471497463443,-0.019001492131792475,0.0002705601477828168
,3280.4548523944786,3280.422492014738,0.032360379740566714,3280.4213842431336,0.033468151345005026,0.0011077716044383124
,,,,,,
,,,,,,
,,,,,,
