Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
29_H2CCH2,823.0425962401192,823.0481204733252,-0.005524233205960627,823.0481204733251,-0.00552423320584694,1.1368683772161603e-13
,941.8373237350748,941.8373237350751,-2.2737367544323206e-13,941.8373237350697,5.115907697472721e-12,5.343281372915953e-12
,966.6661029087543,966.6661029087534,9.094947017729282e-13,966.6661029087568,-2.5011104298755527e-12,-3.410605131648481e-12
,1046.9557674743041,1046.9557674743044,-2.2737367544323206e-13,1046.9557674743064,-2.2737367544323206e-12,-2.0463630789890885e-12
,1242.1569999183716,1242.1762537214113,-0.0192538030396463,1242.1762537214156,-0.0192538030439664,-4.320099833421409e-12
,1368.981598717497,1368.796144410297,0.18545430719996148,1368.7961444103046,0.18545430719245815,-7.503331289626658e-12
,1479.0559455924092,1479.064825455633,-0.00887986322368306,1479.064825455638,-0.00887986322868528,-5.002220859751105e-12
,1671.7330075140933,1672.00483001924,-0.2718225051467016,1672.0048300192339,-0.2718225051405625,6.139089236967266e-12
,3139.1094066418214,3139.1041013044846,0.005305337336722005,3139.104101304479,0.005305337342178973,5.4569682106375694e-12
,3157.09011757608,3157.076924333001,0.013193243079058448,3157.0769243330265,0.013193243053592596,-2.546585164964199e-11
,3219.2564839451607,3219.2368685138617,0.01961543129891652,3219.2368685138727,0.019615431288002583,-1.0913936421275139e-11
,3246.1364069473348,3246.1371861616703,-0.0007792143355800363,3246.137186161665,-0.0007792143301230681,5.4569682106375694e-12
,,,,,,
,,,,,,
,,,,,,
