Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
24_CHCl3,261.6620548038179,261.682214605124,-0.02015980130607886,261.6827709161893,-0.02071611237141724,-0.0005563110653383774
,261.7200620170828,261.7399194469904,-0.019857429907631285,261.74046215405934,-0.020400136976547856,-0.0005427070689165703
,368.4825976700251,368.54277485604064,-0.06017718601555089,368.5352842969357,-0.05268662691059944,0.007490559104951444
,678.5715365093672,678.6057430839995,-0.03420657463232146,678.5725592304682,-0.0010227211009805615,0.0331838535313409
,789.8793746867229,789.9056902460376,-0.02631555931463936,789.9195058784096,-0.0401311916866689,-0.01381563237202954
,789.898655574812,789.9249759048363,-0.026320330024304894,789.9388546020172,-0.04019902720517621,-0.013878697180871313
,1244.7506918199774,1244.7315100752705,0.019181744706884274,1244.743157848155,0.007533971822340391,-0.011647772884543883
,1244.7514026104511,1244.7322354799273,0.01916713052378327,1244.7438051844986,0.007597425952553749,-0.011569704571229522
,3181.884611768146,3181.8885081896915,-0.003896421545505291,3181.8848340578656,-0.00022228971965887467,0.003674131825846416
,,,,,,
,,,,,,
,,,,,,
