    5    9
        0.3986868501       -0.0062694900        0.0095372601
       -0.0007821900        0.0017726050        0.0137267599
       -0.0016445300       -0.0007454000        0.0155056750
       -0.0062694900        0.3998706400        0.0005508350
        0.0015246201       -0.0034150200        0.0018368350
        0.0113568050       -0.0015214849        0.0008414750
        0.0095372601        0.0005508350        0.4529076300
       -0.0036555149        0.0522221099       -0.0361227500
       -0.0050954000        0.0009402150        0.0106729200
       -0.0007821900        0.0015246201       -0.0036555149
        0.5572028000        0.0183195850        0.0009031199
       -0.0114875400       -0.0009581851        0.0011571800
        0.0017726050       -0.0034150200        0.0522221099
        0.0183195850        0.1876935401       -0.0073726402
       -0.0216319151        0.0017875099        0.0017519549
        0.0137267599        0.0018368350       -0.0361227500
        0.0009031199       -0.0073726402        0.1169928102
       -0.0004682601        0.0002435949       -0.0061044351
       -0.0016445300        0.0113568050       -0.0050954000
       -0.0114875400       -0.0216319151       -0.0004682601
        0.1748194201       -0.0023870550       -0.0024792551
       -0.0007454000       -0.0015214849        0.0009402150
       -0.0009581851        0.0017875099        0.0002435949
       -0.0023870550        0.0074475001        0.0028908899
        0.0155056750        0.0008414750        0.0106729200
        0.0011571800        0.0017519549       -0.0061044351
       -0.0024792551        0.0028908899        0.0252379101
