Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
59_H2O,1668.8745328585674,1668.8861462610696,-0.011613402502234749,1668.8861462610687,-0.011613402501325254,9.094947017729282e-13
,3840.9239243664983,3840.9263801096017,-0.0024557431033827015,3840.9263801096026,-0.0024557431042921962,-9.094947017729282e-13
,3945.5334059469196,3945.5334059469196,0.0,3945.533405946923,-3.183231456205249e-12,-3.183231456205249e-12
,,,,,,
,,,,,,
,,,,,,
