    3    9
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.1631892083        0.0000000000
        0.0000000000       -0.0815946042       -0.0783394034
        0.0000000000       -0.0815946042        0.0783394034
        0.0000000000        0.0000000000        0.1829919596
        0.0000000000       -0.0588499114       -0.0914959798
        0.0000000000        0.0588499114       -0.0914959798
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0815946042       -0.0588499114
        0.0000000000        0.0937603421        0.0685946574
        0.0000000000       -0.0121657379       -0.0097447460
        0.0000000000       -0.0783394034       -0.0914959798
        0.0000000000        0.0685946574        0.0833550240
        0.0000000000        0.0097447460        0.0081409558
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0815946042        0.0588499114
        0.0000000000       -0.0121657379        0.0097447460
        0.0000000000        0.0937603421       -0.0685946574
        0.0000000000        0.0783394034       -0.0914959798
        0.0000000000       -0.0097447460        0.0081409558
        0.0000000000       -0.0685946574        0.0833550240
