    5    9
        0.0731606195        0.0000005303        0.0000007702
        0.0948790051        0.0000021600        0.0000013449
        0.0000030354        0.0004047604       -0.0000006347
        0.0000005303        0.0731606099        0.0000004499
        0.0000021552       -0.0948660249        0.0000008950
        0.0000040151       -0.0000006196        0.0004047649
        0.0000007702        0.0000004499        0.1280468797
        0.0000043551        0.0000013802        0.1236569253
       -0.0131689549        0.0000008603        0.0000005852
        0.0948790051        0.0000021552        0.0000043551
        0.3703547998        0.0000119650        0.0000109199
        0.0000136603        0.0507863155       -0.0000008649
        0.0000021600       -0.0948660249        0.0000013802
        0.0000119650        0.3703548100        0.0000060999
        0.0000240050       -0.0000008697       -0.0507817799
        0.0000013449        0.0000008950        0.1236569253
        0.0000109199        0.0000060999        0.3591205200
       -0.0663454949       -0.0000003249        0.0000014151
        0.0000030354        0.0000040151       -0.0131689549
        0.0000136603        0.0000240050       -0.0663454949
        0.5223648697        0.0000059507        0.0000036300
        0.0004047604       -0.0000006196        0.0000008603
        0.0507863155       -0.0000008697       -0.0000003249
        0.0000059507        0.1488911693        0.0000020003
       -0.0000006347        0.0004047649        0.0000005852
       -0.0000008649       -0.0507817799        0.0000014151
        0.0000036300        0.0000020003        0.1488911698
