    5    9
        0.2595000024        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.2218000009        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0451000005        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.2218000009
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0451000005        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.2218000009        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0451000005
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.1444000054       -0.0000500017
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0000500017        0.1444000009
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0451000005        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.2226000015        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0451000005
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.2226000015        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0451000005        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.2226000015
