Molecule,Ref. Freq,Natty Freq,Ref - Nat,Redundant Freq,Ref - Redundant,Nat - Redundant
31_Cl2C=CCl2,99.14632864087176,99.14632864087176,0.0,99.14632864087194,-1.8474111129762605e-13,-1.8474111129762605e-13
,176.42325614764857,176.42322861220663,2.7535441944337435e-05,176.4232286122064,2.753544217171111e-05,2.2737367544323206e-13
,236.3811040775895,236.39847930761772,-0.017375230028221722,236.398479307618,-0.01737523002850594,-2.8421709430404007e-13
,288.1573137031675,288.15731370316814,-6.252776074688882e-13,288.1573137031673,2.2737367544323206e-13,8.526512829121202e-13
,312.1736399200995,312.1780779931889,-0.004438073089374939,312.17807799318825,-0.004438073088749661,6.252776074688882e-13
,348.0950286787238,348.09012697910856,0.0049016996152317915,348.0901269791088,0.004901699615004418,-2.2737367544323206e-13
,452.0772210103366,452.0755105845597,0.0017104257768778552,452.07551058456175,0.0017104257748314922,-2.0463630789890885e-12
,517.5526440933173,517.5526440933172,1.1368683772161603e-13,517.5526440933199,-2.6147972675971687e-12,-2.7284841053187847e-12
,785.2761749950445,785.2906482276371,-0.014473232592649765,785.2906482276362,-0.01447323259174027,9.094947017729282e-13
,928.9624609991002,928.9626147086603,-0.00015370956009519432,928.9626147086611,-0.00015370956089100218,-7.958078640513122e-13
,1009.1593707377916,1009.2719864431549,-0.11261570536328236,1009.2719864431532,-0.11261570536157706,1.7053025658242404e-12
,1614.669551827884,1614.6750999878539,-0.005548159969748667,1614.6750999878616,-0.005548159977479372,-7.73070496506989e-12
,,,,,,
,,,,,,
,,,,,,
