    5    6
        0.1979623698        0.0000000000        0.0000000000
        0.0000000000        0.0000000000       -0.0078565949
        0.0000000000        0.1966285794        0.0000034103
        0.0032300053        0.0055949906        0.0000000000
        0.0000000000        0.0000034103        0.1966285794
        0.0055949903       -0.0032307997        0.0000000000
        0.0000000000        0.0032300053        0.0055949903
        0.1045763895        0.0000018005        0.0000000000
        0.0000000000        0.0055949906       -0.0032307997
        0.0000018005        0.1045763895        0.0000000000
       -0.0078565949        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0272070298
