    7   15
        0.2415617917        0.0000000000        0.0757363324
        0.0064952135        0.0000000000        0.0000000000
        0.0000000000       -0.0284553099        0.0000000000
        0.0000000000        0.0000000000        0.0138116494
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.2484060838        0.0000000000
        0.0000000000        0.0122081195        0.0000000000
        0.0000000000        0.0000000000       -0.0291821863
        0.0000000000        0.0000000000        0.0000000000
        0.0636660562        0.0000000000        0.0000000000
        0.0757363324        0.0000000000        0.2538393784
        0.0031359511        0.0000000000        0.0000000000
        0.0000000000       -0.0079913485        0.0000000000
        0.0000000000        0.0000000000       -0.0900749379
        0.0000000000        0.0000000000        0.0000000000
        0.0064952135        0.0000000000        0.0031359511
        0.3777836787        0.0000000000        0.0000000000
        0.0000000000        0.0145858866        0.0000000000
        0.0000000000        0.0000000000       -0.0064360717
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0122081195        0.0000000000
        0.0000000000        0.3779091207        0.0000000000
        0.0000000000        0.0000000000        0.0141560253
        0.0000000000        0.0000000000        0.0000000000
       -0.0031754180        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.3719570498
        0.0000000000        0.0000000000        0.0000000000
        0.0087029326        0.0000000000        0.0000000000
        0.0000000000       -0.0132659994        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.3746361347        0.0000000000        0.0000000000
        0.0000000000        0.0058017690        0.0000000000
        0.0000000000        0.0000000000       -0.0059447632
       -0.0284553099        0.0000000000       -0.0079913485
        0.0145858866        0.0000000000        0.0000000000
        0.0000000000        0.1190992583        0.0000000000
        0.0000000000        0.0000000000        0.0016017702
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000       -0.0291821863        0.0000000000
        0.0000000000        0.0141560253        0.0000000000
        0.0000000000        0.0000000000        0.1168114284
        0.0000000000        0.0000000000        0.0000000000
       -0.0041398292        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0087029326
        0.0000000000        0.0000000000        0.0000000000
        0.1014611234        0.0000000000        0.0000000000
        0.0000000000       -0.0215169985        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0058017690        0.0000000000        0.0000000000
        0.0000000000        0.0990451747        0.0000000000
        0.0000000000        0.0000000000        0.0114088749
        0.0138116494        0.0000000000       -0.0900749379
       -0.0064360717        0.0000000000        0.0000000000
        0.0000000000        0.0016017702        0.0000000000
        0.0000000000        0.0000000000        0.2652004878
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0636660562        0.0000000000
        0.0000000000       -0.0031754180        0.0000000000
        0.0000000000        0.0000000000       -0.0041398292
        0.0000000000        0.0000000000        0.0000000000
        0.2383530312        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000       -0.0132659994
        0.0000000000        0.0000000000        0.0000000000
       -0.0215169985        0.0000000000        0.0000000000
        0.0000000000        0.2685531047        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
        0.0000000000        0.0000000000        0.0000000000
       -0.0059447632        0.0000000000        0.0000000000
        0.0000000000        0.0114088749        0.0000000000
        0.0000000000        0.0000000000        0.1916223573
