    8   18
        0.0331076285       -0.0000040131       -0.0021209667
       -0.0105476005        0.0020218920       -0.0000013051
        0.0000024897       -0.0000026864        0.0366155706
       -0.0401256131       -0.0046567368       -0.0075411089
        0.0000009027        0.0000034413       -0.0257548868
       -0.0000007776        0.0038436553        0.0018320054
       -0.0000040131        0.0485200417        0.0000019764
       -0.0000023067       -0.0000018412        0.0066866960
       -0.0250369283       -0.0536559946       -0.0000120463
        0.0000018861       -0.0000006526        0.0000012500
       -0.0485604636       -0.0372334000       -0.0000015990
        0.0032877006       -0.0000039705        0.0000001080
       -0.0021209667        0.0000019764        0.0536126777
        0.0041288030       -0.0141035576        0.0000027768
        0.0000061999        0.0000080138       -0.0026279514
        0.0136148827        0.0532496682       -0.0277684785
        0.0000027018        0.0000060516        0.0031257929
        0.0000011767        0.0381407324        0.0387286008
       -0.0105476005       -0.0000023067        0.0041288030
        0.0469790234        0.0060713222       -0.0000033691
        0.0000016973        0.0000096298       -0.0741233436
       -0.0086552961       -0.0000073737        0.0075695175
        0.0000027740        0.0000004144        0.0259561460
       -0.0000002973        0.0209699573       -0.0001616348
        0.0020218920       -0.0000018412       -0.0141035576
        0.0060713222        0.0576240905        0.0000011318
        0.0000014637        0.0000063858       -0.0382986059
       -0.0356672768       -0.0322825667       -0.0480879936
        0.0000031775        0.0000063801        0.0008174385
       -0.0000003178       -0.0133423521       -0.0298577612
       -0.0000013051        0.0066866960        0.0000027768
       -0.0000033691        0.0000011318        0.0909976222
       -0.0596931920        0.0833649642        0.0000128614
        0.0000017741       -0.0000008617        0.0000005838
       -0.0713386424       -0.0030671066        0.0000024755
       -0.0349583081       -0.0000024545       -0.0000026319
        0.0000024897       -0.0250369283        0.0000061999
        0.0000016973        0.0000014637       -0.0596931920
        0.0760372870       -0.0318882405       -0.0000046703
        0.0000047862        0.0000036465        0.0000026222
        0.1065488254        0.0200839844        0.0000028263
        0.0136502217       -0.0000027484       -0.0000017945
       -0.0000026864       -0.0536559946        0.0000080138
        0.0000096298        0.0000063858        0.0833649642
       -0.0318882405        0.2646797270        0.0000058492
        0.0000009220        0.0000053188        0.0000075170
       -0.0007124453        0.0706704571        0.0000143245
       -0.0270678521       -0.0000005889        0.0000012733
        0.0366155706       -0.0000120463       -0.0026279514
       -0.0741233436       -0.0382986059        0.0000128614
       -0.0000046703        0.0000058492        0.2692082091
        0.0082060905        0.0139960252        0.0178963228
        0.0000015228        0.0000179318       -0.0669270202
       -0.0000027484       -0.0058568321       -0.0024082397
       -0.0401256131        0.0000018861        0.0136148827
       -0.0086552961       -0.0356672768        0.0000017741
        0.0000047862        0.0000009220        0.0082060905
        0.2098606012        0.0350331351        0.0337871745
        0.0000072203        0.0000035669        0.0737332505
        0.0000024045       -0.0183738098        0.0158761202
       -0.0046567368       -0.0000006526        0.0532496682
       -0.0000073737       -0.0322825667       -0.0000008617
        0.0000036465        0.0000053188        0.0139960252
        0.0350331351        0.2951004012       -0.0270041829
        0.0000011801        0.0000042616        0.0076770209
        0.0000016826       -0.0399178509       -0.0179094008
       -0.0075411089        0.0000012500       -0.0277684785
        0.0075695175       -0.0480879936        0.0000005838
        0.0000026222        0.0000075170        0.0178963228
        0.0337871745       -0.0270041829        0.3150106852
        0.0000079643        0.0000067018        0.0089330803
        0.0000027433       -0.0074832434        0.0057736230
        0.0000009027       -0.0485604636        0.0000027018
        0.0000027740        0.0000031775       -0.0713386424
        0.1065488254       -0.0007124453        0.0000015228
        0.0000072203        0.0000011801        0.0000079643
        0.1824243168        0.0857856492        0.0000029320
        0.0155818975        0.0000025017        0.0000024954
        0.0000034413       -0.0372334000        0.0000060516
        0.0000004144        0.0000063801       -0.0030671066
        0.0200839844        0.0706704571        0.0000179318
        0.0000035669        0.0000042616        0.0000067018
        0.0857856492        0.1606564990        0.0000049153
        0.0014218830        0.0000052984        0.0000020259
       -0.0257548868       -0.0000015990        0.0031257929
        0.0259561460        0.0008174385        0.0000024755
        0.0000028263        0.0000143245       -0.0669270202
        0.0737332505        0.0076770209        0.0089330803
        0.0000029320        0.0000049153        0.1612112942
        0.0000032662       -0.0344159690        0.0145443414
       -0.0000007776        0.0032877006        0.0000011767
       -0.0000002973       -0.0000003178       -0.0349583081
        0.0136502217       -0.0270678521       -0.0000027484
        0.0000024045        0.0000016826        0.0000027433
        0.0155818975        0.0014218830        0.0000032662
        0.0698565543        0.0000043946       -0.0000002524
        0.0038436553       -0.0000039705        0.0381407324
        0.0209699573       -0.0133423521       -0.0000024545
       -0.0000027484       -0.0000005889       -0.0058568321
       -0.0183738098       -0.0399178509       -0.0074832434
        0.0000025017        0.0000052984       -0.0344159690
        0.0000043946        0.1976599310        0.0981682143
        0.0018320054        0.0000001080        0.0387286008
       -0.0001616348       -0.0298577612       -0.0000026319
       -0.0000017945        0.0000012733       -0.0024082397
        0.0158761202       -0.0179094008        0.0057736230
        0.0000024954        0.0000020259        0.0145443414
       -0.0000002524        0.0981682143        0.1785202835
