    5   15
        0.2296651266        0.0000001818        0.0000013196
       -0.0309650241        0.0000021617       -0.0000035418
       -0.0309636926       -0.0000085772        0.0000028257
       -0.0838703477        0.0305475426        0.0215970673
       -0.0838660622       -0.0305413090       -0.0215976708
        0.0000001818        0.2296670699       -0.0000005573
       -0.0000014607       -0.0309655966        0.0000089844
        0.0000000975       -0.1014952476        0.0249356054
        0.0305506519       -0.0486034071       -0.0124731730
       -0.0305494705       -0.0486028186       -0.0124708595
        0.0000013196       -0.0000005573        0.2296671006
        0.0000010497       -0.0000029851       -0.1103233979
       -0.0000008576        0.0249386067       -0.0397841760
        0.0215950222       -0.0124675955       -0.0397786406
       -0.0215965340       -0.0124674688       -0.0397808861
       -0.0309650241       -0.0000014607        0.0000010497
        0.0361653294        0.0000006723       -0.0000044988
        0.0056920138       -0.0000051621        0.0000014435
       -0.0054503856        0.0064336019        0.0232091612
       -0.0054419336       -0.0064276513       -0.0232071557
        0.0000021617       -0.0309655966       -0.0000029851
        0.0000006723        0.0361657161        0.0000014335
       -0.0000001691       -0.0091553735        0.0267992225
        0.0064314664        0.0019782978       -0.0133978465
       -0.0064341313        0.0019769562       -0.0133998243
       -0.0000035418        0.0000089844       -0.1103233979
       -0.0000044988        0.0000014335        0.1881097480
        0.0000067382        0.0206381053       -0.0259253117
        0.0178793050       -0.0103207511       -0.0259349178
       -0.0178780026       -0.0103277721       -0.0259261206
       -0.0309636926        0.0000000975       -0.0000008576
        0.0056920138       -0.0000001691        0.0000067382
        0.0361644798        0.0000084863       -0.0000020970
       -0.0054410578        0.0240198440       -0.0016748203
       -0.0054517432       -0.0240282587        0.0016710367
       -0.0000085772       -0.1014952476        0.0249386067
       -0.0000051621       -0.0091553735        0.0206381053
        0.0000084863        0.1712229666       -0.0477466718
        0.0190017071       -0.0302827955        0.0010790143
       -0.0189964541       -0.0302895501        0.0010909455
        0.0000028257        0.0249356054       -0.0397841760
        0.0000014435        0.0267992225       -0.0259253117
       -0.0000020970       -0.0477466718        0.0530470930
        0.0001063934       -0.0019946619        0.0063329533
       -0.0001085656       -0.0019934942        0.0063294413
       -0.0838703477        0.0305506519        0.0215950222
       -0.0054503856        0.0064314664        0.0178793050
       -0.0054410578        0.0190017071        0.0001063934
        0.1374700131       -0.0584886933       -0.0413605495
       -0.0427082220        0.0025048679        0.0017798290
        0.0305475426       -0.0486034071       -0.0124675955
        0.0064336019        0.0019782978       -0.0103207511
        0.0240198440       -0.0302827955       -0.0019946619
       -0.0584886933        0.0699312884        0.0238800117
       -0.0025122953        0.0069766165        0.0009029968
        0.0215970673       -0.0124731730       -0.0397786406
        0.0232091612       -0.0133978465       -0.0259349178
       -0.0016748203        0.0010790143        0.0063329533
       -0.0413605495        0.0238800117        0.0530489902
       -0.0017708587        0.0009119936        0.0063316148
       -0.0838660622       -0.0305494705       -0.0215965340
       -0.0054419336       -0.0064341313       -0.0178780026
       -0.0054517432       -0.0189964541       -0.0001085656
       -0.0427082220       -0.0025122953       -0.0017708587
        0.1374679610        0.0584923511        0.0413539609
       -0.0305413090       -0.0486028186       -0.0124674688
       -0.0064276513        0.0019769562       -0.0103277721
       -0.0240282587       -0.0302895501       -0.0019934942
        0.0025048679        0.0069766165        0.0009119936
        0.0584923511        0.0699387960        0.0238767416
       -0.0215976708       -0.0124708595       -0.0397808861
       -0.0232071557       -0.0133998243       -0.0259261206
        0.0016710367        0.0010909455        0.0063294413
        0.0017798290        0.0009029968        0.0063316148
        0.0413539609        0.0238767416        0.0530459506
