    5   15
        0.6176047199        0.0000000000        0.0000000000
       -0.0421973366        0.0000000000        0.0000000000
       -0.0421973366        0.0000000000        0.0000000000
       -0.2666050234        0.0000000000        0.1586801090
       -0.2666050234        0.0000000000       -0.1586801090
        0.0000000000        0.6175982106        0.0000000000
        0.0000000000       -0.2665981625        0.1586727211
        0.0000000000       -0.2665981625       -0.1586727211
        0.0000000000       -0.0422009428        0.0000000000
        0.0000000000       -0.0422009428        0.0000000000
        0.0000000000        0.0000000000        0.6175695697
        0.0000000000        0.1586967420       -0.1543804938
        0.0000000000       -0.1586967420       -0.1543804938
        0.1586959815        0.0000000000       -0.1544042910
       -0.1586959815        0.0000000000       -0.1544042910
       -0.0421973366        0.0000000000        0.0000000000
        0.0335811174        0.0000000000        0.0000000000
        0.0086749835        0.0000000000        0.0000000000
       -0.0000293821       -0.0124530667        0.0149605566
       -0.0000293821        0.0124530667       -0.0149605566
        0.0000000000       -0.2665981625        0.1586967420
        0.0000000000        0.2910615935       -0.1820561803
        0.0000000000       -0.0244046348        0.0065402484
       -0.0032042079       -0.0000293981        0.0084095949
        0.0032042079       -0.0000293981        0.0084095949
        0.0000000000        0.1586727211       -0.1543804938
        0.0000000000       -0.1820561803        0.1623165859
        0.0000000000       -0.0065402484        0.0077995908
        0.0084271805        0.0149618538       -0.0078678415
       -0.0084271805        0.0149618538       -0.0078678415
       -0.0421973366        0.0000000000        0.0000000000
        0.0086749835        0.0000000000        0.0000000000
        0.0335811174        0.0000000000        0.0000000000
       -0.0000293821        0.0124530667        0.0149605566
       -0.0000293821       -0.0124530667       -0.0149605566
        0.0000000000       -0.2665981625       -0.1586967420
        0.0000000000       -0.0244046348       -0.0065402484
        0.0000000000        0.2910615935        0.1820561803
        0.0032042079       -0.0000293981       -0.0084095949
       -0.0032042079       -0.0000293981       -0.0084095949
        0.0000000000       -0.1586727211       -0.1543804938
        0.0000000000        0.0065402484        0.0077995908
        0.0000000000        0.1820561803        0.1623165859
        0.0084271805       -0.0149618538       -0.0078678415
       -0.0084271805       -0.0149618538       -0.0078678415
       -0.2666050234        0.0000000000        0.1586959815
       -0.0000293821       -0.0032042079        0.0084271805
       -0.0000293821        0.0032042079        0.0084271805
        0.2910661311        0.0000000000       -0.1820757824
       -0.0244023434        0.0000000000        0.0065254398
        0.0000000000       -0.0422009428        0.0000000000
       -0.0124530667       -0.0000293981        0.0149618538
        0.0124530667       -0.0000293981       -0.0149618538
        0.0000000000        0.0335829360        0.0000000000
        0.0000000000        0.0086768031        0.0000000000
        0.1586801090        0.0000000000       -0.1544042910
        0.0149605566        0.0084095949       -0.0078678415
        0.0149605566       -0.0084095949       -0.0078678415
       -0.1820757824        0.0000000000        0.1623292579
       -0.0065254398        0.0000000000        0.0078107160
       -0.2666050234        0.0000000000       -0.1586959815
       -0.0000293821        0.0032042079       -0.0084271805
       -0.0000293821       -0.0032042079       -0.0084271805
       -0.0244023434        0.0000000000       -0.0065254398
        0.2910661311        0.0000000000        0.1820757824
        0.0000000000       -0.0422009428        0.0000000000
        0.0124530667       -0.0000293981        0.0149618538
       -0.0124530667       -0.0000293981       -0.0149618538
        0.0000000000        0.0086768031        0.0000000000
        0.0000000000        0.0335829360        0.0000000000
       -0.1586801090        0.0000000000       -0.1544042910
       -0.0149605566        0.0084095949       -0.0078678415
       -0.0149605566       -0.0084095949       -0.0078678415
        0.0065254398        0.0000000000        0.0078107160
        0.1820757824        0.0000000000        0.1623292579
