    9   27
        0.5795501581        0.0028094498        0.0016777787
       -0.0773245576        0.0034489280        0.0186146499
       -0.0480182540        0.0015403799       -0.0000957354
       -0.2244125625        0.1018830765        0.0712800239
       -0.2209808172       -0.1015166891       -0.0723151190
        0.0018974356       -0.0001029916        0.0281350483
        0.0010585177        0.0009542141       -0.0015385228
       -0.0058834506       -0.0056389560       -0.0416052360
       -0.0058864695       -0.0033774117       -0.0041528876
        0.0028094498        0.5763529693        0.0009735810
        0.0034489220       -0.0812485804        0.0108241709
        0.0015129651       -0.2832656187        0.0820669859
        0.1019093321       -0.1068642308       -0.0406683831
       -0.1015162260       -0.1054513224       -0.0420537114
        0.0004765995        0.0005741224       -0.0177799157
        0.0003745231        0.0014125098        0.0332472638
       -0.0056374941        0.0005324123       -0.0241946072
       -0.0033780715       -0.0020422614       -0.0024153844
        0.0016777787        0.0009735810        0.4824112652
        0.0062174625        0.0036168917       -0.2038067984
        0.0006369951        0.0847168174       -0.0768404398
        0.0739448266       -0.0413427114       -0.0768409254
       -0.0745839058       -0.0433736360       -0.0795348534
        0.0003025572        0.0011028273       -0.0135507366
        0.0011086603       -0.0002828860       -0.0135505478
       -0.0083765652       -0.0048718937       -0.0184287210
       -0.0009278094       -0.0005389904        0.0001417573
       -0.0773245576        0.0034489220        0.0062174625
        0.5144254763       -0.0381473644       -0.0361533756
       -0.0010511036       -0.0006237201        0.0005306807
       -0.0010792888       -0.0012444707        0.0317613683
       -0.0007534285        0.0010270196       -0.0284129220
       -0.1964522003        0.0956289843        0.0674279362
       -0.0511679503        0.0104664744        0.0004488593
       -0.1814262947       -0.0686824340       -0.0487019733
       -0.0051706525       -0.0018734110        0.0068819639
        0.0034489280       -0.0812485804        0.0036168917
       -0.0381473644        0.5578350444       -0.0210260716
       -0.0012606101       -0.0000171931        0.0362410511
       -0.0006087370        0.0000124045       -0.0174613855
        0.0010278720       -0.0019219778       -0.0165233178
        0.0931351885       -0.1115370788       -0.0378509784
        0.0129605969       -0.2568199306        0.0773237746
       -0.0686828205       -0.1032639168       -0.0283215271
       -0.0018730535       -0.0030387713        0.0040015629
        0.0186146499        0.0108241709       -0.2038067984
       -0.0361533756       -0.0210260716        0.5164973306
        0.0002426482       -0.0004146772       -0.0142996576
       -0.0002414156        0.0004164870       -0.0142991417
        0.0019659920        0.0011436363       -0.0049671470
